layer,concept,feature_id,train_auroc,auroc,f1,threshold,activation_rate_pos,activation_rate_neg,mean_activation_pos,mean_activation_neg
4,factual_entities,28082,0.8087384259259259,0.6302083333333333,0.2,1.2470118999481201,1.0,0.6944444444444444,1.3869651556015015,0.7674338817596436
4,factual_entities,1560,0.8084490740740742,0.3958333333333333,0.125,1.1900458335876465,0.8333333333333334,0.4027777777777778,1.4008506536483765,0.4972860515117645
4,factual_entities,25941,0.8070023148148149,0.8072916666666666,0.5,2.250040054321289,1.0,0.4305555555555556,3.639948606491089,1.4218124151229858
4,factual_entities,25806,0.8038194444444445,0.9010416666666666,0.6666666666666666,0.7108004093170166,0.7083333333333334,0.09027777777777778,1.1676274538040161,0.15598903596401215
4,factual_entities,18294,0.8032407407407408,0.6302083333333334,0.0,1.8454582691192627,0.75,0.3402777777777778,1.7675472497940063,0.46256881952285767
4,factual_entities,19265,0.8030960648148149,0.7109375,0.375,0.9675627946853638,0.9166666666666666,0.3333333333333333,4.231434345245361,1.2910268306732178
4,factual_entities,31011,0.794994212962963,0.6302083333333334,0.36363636363636365,0.5558502674102783,0.75,0.16666666666666666,1.654288649559021,0.3606220483779907
4,factual_entities,842,0.7941261574074074,0.8372395833333334,0.5714285714285714,1.9917594194412231,0.75,0.2222222222222222,3.0105838775634766,0.671713650226593
4,german_language,4446,1.0,1.0,0.9333333333333333,4.393348693847656,1.0,0.0,7.520807266235352,0.0
4,german_language,5270,1.0,1.0,1.0,1.5726087093353271,1.0,0.0,2.5866219997406006,0.0
4,german_language,13798,1.0,0.9375,0.9333333333333333,2.569507598876953,1.0,0.0,5.592930316925049,0.0
4,german_language,14533,1.0,1.0,0.9333333333333333,1.8416606187820435,1.0,0.0,4.630922794342041,0.0
4,german_language,21930,1.0,1.0,0.8571428571428571,1.1024044752120972,1.0,0.0,2.3131725788116455,0.0
4,german_language,12845,1.0,1.0,0.9333333333333333,1.4471431970596313,1.0,0.006944444444444444,2.1594607830047607,0.00805758684873581
4,german_language,19213,1.0,1.0,0.9333333333333333,2.4823880195617676,1.0,0.020833333333333332,4.134191036224365,0.014218485914170742
4,german_language,9046,0.9791666666666667,1.0,1.0,0.5936049222946167,0.9583333333333334,0.0,1.19443941116333,0.0
4,german_language,21110,0.9791666666666667,1.0,1.0,4.499211311340332,0.9583333333333334,0.0,9.828652381896973,0.0
4,german_language,25109,0.9790219907407408,1.0,1.0,3.2203047275543213,0.9583333333333334,0.006944444444444444,6.369612216949463,0.007427038624882698
4,german_language,16885,0.9761284722222223,0.9375,0.9333333333333333,0.7512394785881042,0.9583333333333334,0.020833333333333332,2.152449369430542,0.02417704090476036
4,german_language,16404,0.9375,1.0,1.0,0.8717712163925171,0.875,0.0,2.3563225269317627,0.0
4,german_language,17290,0.9295428240740741,0.9817708333333333,0.8235294117647058,1.0776267051696777,0.875,0.0625,1.7418689727783203,0.05715159699320793
4,german_language,12413,0.9168113425925926,0.7161458333333334,0.46153846153846156,6.849007606506348,0.875,0.1597222222222222,8.61686897277832,0.6021971106529236
4,german_language,17249,0.9166666666666667,0.75,0.6666666666666666,0.7390999794006348,0.8333333333333334,0.0,2.9770984649658203,0.0
4,german_language,24221,0.9166666666666667,0.875,0.8571428571428571,0.9253237247467041,0.8333333333333334,0.0,5.1704301834106445,0.0
4,german_language,27692,0.9166666666666667,0.8125,0.7692307692307693,1.2853788137435913,0.8333333333333334,0.0,4.4340739250183105,0.0
4,german_language,7325,0.8961226851851851,0.7734375,0.18181818181818182,4.112450122833252,0.9166666666666666,0.2152777777777778,4.328860759735107,0.706614077091217
4,german_language,7146,0.8958333333333334,0.8671875,0.6666666666666666,11.01603889465332,1.0,0.8888888888888888,12.270854949951172,4.935203552246094
4,german_language,9858,0.8958333333333333,0.75,0.6666666666666666,1.3752641677856445,0.7916666666666666,0.0,4.101892948150635,0.0
4,mathematics,19936,0.9730902777777777,0.9921875,0.875,1.7461657524108887,1.0,0.24305555555555555,2.233029365539551,0.28995025157928467
4,mathematics,4194,0.9673032407407407,0.9661458333333333,0.6666666666666666,1.898486614227295,1.0,0.22916666666666666,2.5828492641448975,0.3127814829349518
4,mathematics,28442,0.9458912037037038,0.9947916666666666,0.9411764705882353,2.709167242050171,1.0,0.7291666666666666,3.289522409439087,1.3254538774490356
4,mathematics,6267,0.9331597222222223,0.8619791666666667,0.7142857142857143,0.6845664978027344,0.875,0.041666666666666664,1.5970492362976074,0.028237124904990196
4,mathematics,7059,0.929542824074074,0.9921875,0.875,1.3622171878814697,0.875,0.04861111111111111,4.448753833770752,0.06709078699350357
4,mathematics,8720,0.9175347222222222,0.9010416666666667,0.42857142857142855,5.4397993087768555,1.0,0.375,5.666164398193359,1.389845371246338
4,mathematics,20048,0.9129050925925927,0.8125,0.7692307692307693,0.8470262289047241,0.8333333333333334,0.020833333333333332,2.113173723220825,0.024394122883677483
4,mathematics,5717,0.8958333333333333,0.8125,0.7692307692307693,1.2561579942703247,0.7916666666666666,0.0,1.830373764038086,0.0
4,mathematics,8128,0.8799189814814814,0.83203125,0.43478260869565216,2.647125005722046,0.9166666666666666,0.2569444444444444,5.800546169281006,0.9868568778038025
4,mathematics,25941,0.8796296296296297,0.8723958333333334,0.5833333333333334,3.222856044769287,1.0,0.4305555555555556,4.240810394287109,1.3216688632965088
4,mathematics,9772,0.8700810185185185,0.9140625,0.7142857142857143,2.403669595718384,0.8333333333333334,0.1597222222222222,2.3101999759674072,0.29688331484794617
4,mathematics,5686,0.8671875,0.8541666666666667,0.6666666666666666,0.8069468140602112,0.7916666666666666,0.05555555555555555,1.2079116106033325,0.08566660434007645
4,mathematics,27946,0.8645833333333333,0.8333333333333333,0.6153846153846154,1.0407962799072266,0.875,0.25,1.576084017753601,0.26405268907546997
4,mathematics,27123,0.8528645833333335,0.75,0.6666666666666666,1.2703733444213867,0.7083333333333334,0.006944444444444444,3.3084399700164795,0.01269147265702486
4,mathematics,14202,0.8467881944444443,0.8802083333333333,0.631578947368421,2.060535192489624,0.875,0.3541666666666667,2.3172881603240967,0.5823152661323547
4,mathematics,1622,0.8460648148148148,0.9244791666666666,0.7058823529411765,4.67432975769043,0.9583333333333334,0.6944444444444444,4.5706400871276855,2.1011950969696045
4,mathematics,5833,0.8450520833333334,0.75,0.6666666666666666,0.6136884689331055,0.7083333333333334,0.020833333333333332,3.7702019214630127,0.06531283259391785
4,mathematics,12710,0.8321759259259259,0.6875,0.4,0.9068191051483154,0.6666666666666666,0.006944444444444444,1.2932112216949463,0.005034128203988075
4,mathematics,10721,0.8287037037037036,0.7447916666666666,0.6666666666666666,0.5282778739929199,0.6666666666666666,0.013888888888888888,0.8950223922729492,0.011460172943770885
4,mathematics,13232,0.8229166666666666,0.75,0.6666666666666666,0.5201618671417236,0.6666666666666666,0.013888888888888888,1.0885707139968872,0.03326129913330078
4,negative_sentiment,27671,0.9186921296296297,0.890625,0.5454545454545454,2.632431983947754,1.0,1.0,2.8054873943328857,2.054318904876709
4,negative_sentiment,11570,0.8472222222222223,0.8151041666666666,0.6,0.9704810380935669,0.8333333333333334,0.18055555555555555,1.435254454612732,0.2537994682788849
4,negative_sentiment,6581,0.8407118055555556,0.8020833333333333,0.4166666666666667,1.0220487117767334,0.9583333333333334,0.3402777777777778,1.3556634187698364,0.44338202476501465
4,negative_sentiment,24935,0.8385416666666666,0.7734375,0.5217391304347826,5.77016544342041,0.875,0.2361111111111111,8.15478801727295,1.926889419555664
4,negative_sentiment,24847,0.8285590277777778,0.8020833333333334,0.25,1.2869073152542114,0.875,0.3125,1.1535202264785767,0.3420311212539673
4,negative_sentiment,21266,0.8188657407407407,0.6145833333333333,0.1111111111111111,1.580810785293579,1.0,0.5069444444444444,1.7455945014953613,0.7053961157798767
4,negative_sentiment,3046,0.8081597222222222,0.9401041666666666,0.5925925925925926,1.6519724130630493,1.0,0.9652777777777778,1.7697092294692993,1.2778849601745605
4,negative_sentiment,22726,0.8055555555555555,0.7994791666666667,0.6666666666666666,0.8829817175865173,0.6666666666666666,0.05555555555555555,3.4048702716827393,0.2869943082332611
4,negative_sentiment,8912,0.794994212962963,0.6536458333333333,0.4,0.5224621295928955,0.75,0.13194444444444445,0.7961949706077576,0.15600813925266266
4,negative_sentiment,22459,0.7938368055555556,0.5299479166666666,0.18181818181818182,0.5900578498840332,0.625,0.04861111111111111,0.9064140319824219,0.055760666728019714
4,negative_sentiment,5677,0.7847222222222223,0.7330729166666665,0.32,1.375026822090149,0.9583333333333334,0.4583333333333333,1.7057290077209473,0.7393239140510559
4,negative_sentiment,28169,0.7822627314814814,0.7499999999999999,0.36363636363636365,0.7808412313461304,0.7916666666666666,0.24305555555555555,1.377357840538025,0.38587892055511475
4,negative_sentiment,3557,0.7798032407407408,0.703125,0.4,0.819602906703949,0.7083333333333334,0.14583333333333334,1.4632006883621216,0.31420332193374634
4,negative_sentiment,14291,0.7711226851851852,0.7708333333333334,0.5714285714285714,0.4927108585834503,0.8333333333333334,0.2222222222222222,1.0605136156082153,0.4518792927265167
4,negative_sentiment,19263,0.767505787037037,0.8645833333333333,0.8571428571428571,1.231980800628662,0.625,0.11805555555555555,1.1912404298782349,0.17938601970672607
4,negative_sentiment,29551,0.754050925925926,0.7239583333333334,0.5,0.5144350528717041,0.5833333333333334,0.08333333333333333,0.5819621682167053,0.07692860811948776
4,negative_sentiment,12445,0.7513020833333333,0.8046874999999999,0.45161290322580644,0.6227579116821289,0.7916666666666666,0.3680555555555556,0.7437607645988464,0.2962469458580017
4,negative_sentiment,31734,0.7488425925925927,0.8203125,0.45714285714285713,3.9845144748687744,1.0,0.9791666666666666,4.821115493774414,3.5460591316223145
4,negative_sentiment,12219,0.7416087962962963,0.58203125,0.2222222222222222,1.5859357118606567,0.7916666666666666,0.3958333333333333,1.7345331907272339,0.7666224241256714
4,negative_sentiment,25201,0.7401620370370371,0.8424479166666666,0.5454545454545454,1.4018964767456055,0.5833333333333334,0.11805555555555555,1.8707882165908813,0.3459416627883911
4,positive_sentiment,14291,0.9214409722222223,0.8125000000000001,0.5714285714285714,1.7957007884979248,0.9583333333333334,0.2013888888888889,2.2091691493988037,0.2604367136955261
4,positive_sentiment,6581,0.9089988425925927,0.9348958333333333,0.6,1.4286385774612427,0.9583333333333334,0.3402777777777778,1.717237114906311,0.38311973214149475
4,positive_sentiment,5677,0.8567708333333334,0.8828125000000001,0.47058823529411764,1.7066278457641602,1.0,0.4513888888888889,1.9567629098892212,0.6974849700927734
4,positive_sentiment,24935,0.8547453703703703,0.8020833333333333,0.5454545454545454,7.175022125244141,0.9166666666666666,0.22916666666666666,8.353458404541016,1.89377760887146
4,positive_sentiment,27988,0.8463541666666666,0.8489583333333333,0.48484848484848486,0.8339418172836304,0.875,0.25,1.976244568824768,0.36828330159187317
4,positive_sentiment,3046,0.8376736111111112,0.8567708333333334,0.48,1.7441538572311401,1.0,0.9652777777777778,1.8059067726135254,1.2718520164489746
4,positive_sentiment,1685,0.8370949074074074,0.8463541666666666,0.7142857142857143,0.8143419623374939,0.75,0.13194444444444445,0.9168570637702942,0.11393418908119202
4,positive_sentiment,18376,0.8313078703703705,0.8437499999999999,0.5,0.7220430970191956,0.75,0.13194444444444445,0.720099151134491,0.09635607898235321
4,positive_sentiment,31734,0.8266782407407407,0.8880208333333334,0.5,5.262398719787598,1.0,0.9791666666666666,5.057671070098877,3.5066332817077637
4,positive_sentiment,3259,0.8054108796296298,0.6171875,0.2222222222222222,2.683941125869751,0.7083333333333334,0.1875,3.287898302078247,0.4814560115337372
4,positive_sentiment,27671,0.8052662037037037,0.8385416666666667,0.5517241379310345,2.4368858337402344,1.0,1.0,2.615980863571167,2.0859034061431885
4,positive_sentiment,28169,0.8023726851851852,0.69921875,0.47619047619047616,0.8476548790931702,0.8333333333333334,0.2361111111111111,1.347327709197998,0.3908839225769043
4,positive_sentiment,10274,0.7954282407407407,0.5963541666666667,0.0,2.957977771759033,0.75,0.2777777777777778,2.0302813053131104,0.42107710242271423
4,positive_sentiment,12088,0.7838541666666666,0.6979166666666667,0.14285714285714285,3.1934754848480225,0.625,0.09722222222222222,4.0530900955200195,0.3295298218727112
4,positive_sentiment,3557,0.7821180555555557,0.7421875000000001,0.38095238095238093,1.05930757522583,0.7083333333333334,0.14583333333333334,1.5223571062088013,0.30434390902519226
4,positive_sentiment,24335,0.7690972222222223,0.87890625,0.6,0.8527958393096924,0.8333333333333334,0.375,0.8688912391662598,0.3435428738594055
4,positive_sentiment,30373,0.7682291666666667,0.5104166666666666,0.13333333333333333,1.8445837497711182,0.7083333333333334,0.22916666666666666,1.9130125045776367,0.5006615519523621
4,positive_sentiment,12179,0.7651909722222222,0.59375,0.3076923076923077,1.1551002264022827,0.625,0.11805555555555555,1.4909576177597046,0.17718206346035004
4,positive_sentiment,21968,0.7614293981481481,0.6809895833333334,0.43478260869565216,0.744644820690155,0.7083333333333334,0.20833333333333334,1.028828501701355,0.2695753574371338
4,positive_sentiment,20453,0.759548611111111,0.8854166666666667,0.56,0.9391292333602905,0.625,0.1111111111111111,3.4236724376678467,0.6115831136703491
4,uncertainty,25578,0.9639756944444444,0.9895833333333334,0.8421052631578947,3.843626022338867,0.9583333333333334,0.11805555555555555,5.184982776641846,0.3407251834869385
4,uncertainty,17474,0.9267939814814814,0.9895833333333334,0.7777777777777778,0.848248302936554,0.9166666666666666,0.1527777777777778,1.4993548393249512,0.14058072865009308
4,uncertainty,25684,0.9166666666666666,0.9036458333333334,0.42857142857142855,1.4602006673812866,1.0,0.2777777777777778,2.366671323776245,0.41858142614364624
4,uncertainty,23356,0.9061053240740742,0.8645833333333334,0.7368421052631579,0.7833821773529053,0.875,0.09027777777777778,1.7163801193237305,0.1461271345615387
4,uncertainty,16314,0.8729745370370371,0.9375,0.9333333333333333,0.6525366902351379,0.75,0.006944444444444444,1.753684639930725,0.011013324372470379
4,uncertainty,17805,0.8640046296296297,0.8893229166666666,0.7777777777777778,0.615090012550354,0.75,0.034722222222222224,1.5226413011550903,0.04787616431713104
4,uncertainty,3833,0.8609664351851851,0.8463541666666666,0.0,1.2375357151031494,0.9583333333333334,0.4930555555555556,1.083256721496582,0.4023979902267456
4,uncertainty,28465,0.853298611111111,0.5,0.0,0.4962771534919739,0.75,0.04861111111111111,1.019452691078186,0.06170894205570221
4,uncertainty,27756,0.8414351851851851,0.78125,0.26666666666666666,1.135574221611023,0.75,0.1111111111111111,1.3068552017211914,0.14657002687454224
4,uncertainty,8250,0.8269675925925926,0.8125,0.7692307692307693,0.6862602233886719,0.6666666666666666,0.013888888888888888,1.3633298873901367,0.016644857823848724
4,uncertainty,31734,0.8249421296296297,0.7135416666666666,0.2608695652173913,4.855778694152832,1.0,0.9791666666666666,5.070761203765869,3.504451274871826
4,uncertainty,30847,0.8078703703703703,0.734375,0.3,3.00431489944458,0.875,0.2777777777777778,3.3732693195343018,1.0374754667282104
4,uncertainty,27364,0.8020833333333333,0.671875,0.3333333333333333,5.873011589050293,0.7083333333333334,0.2361111111111111,5.18310546875,0.9254935383796692
4,uncertainty,1126,0.8019386574074073,0.75,0.6666666666666666,0.48371630907058716,0.625,0.020833333333333332,0.5199914574623108,0.017288779839873314
4,uncertainty,20936,0.7931134259259259,0.8385416666666666,0.47619047619047616,1.7751885652542114,0.9583333333333334,0.5,1.7565059661865234,0.7985113859176636
4,uncertainty,12178,0.786892361111111,0.84375,0.3333333333333333,1.7468856573104858,0.7916666666666666,0.2569444444444444,2.134218692779541,0.5756012797355652
4,uncertainty,26818,0.7783564814814815,0.7838541666666665,0.4827586206896552,1.1501868963241577,0.8333333333333334,0.3055555555555556,3.2335546016693115,1.1686296463012695
4,uncertainty,17215,0.7760416666666666,0.8411458333333333,0.3333333333333333,2.1161718368530273,0.7916666666666666,0.3333333333333333,1.619903564453125,0.5084395408630371
4,uncertainty,11579,0.7711226851851852,0.7291666666666666,0.5714285714285714,0.6519079208374023,0.5833333333333334,0.034722222222222224,1.3099130392074585,0.09980905055999756
4,uncertainty,18102,0.7708333333333333,0.5625,0.2222222222222222,0.9655546545982361,0.5416666666666666,0.0,1.2243261337280273,0.0
14,code,17112,0.9010416666666666,0.8111979166666666,0.6,12.202638626098633,1.0,0.5,15.558719635009766,5.50345516204834
14,code,24589,0.8580729166666665,0.796875,0.5217391304347826,4.7050886154174805,0.9166666666666666,0.18055555555555555,11.7520751953125,2.5373637676239014
14,code,32444,0.84375,0.9088541666666666,0.5,8.445877075195312,1.0,0.6111111111111112,10.858126640319824,5.115589618682861
14,code,26714,0.8427372685185186,0.8098958333333333,0.5,4.66489839553833,0.9583333333333334,0.3819444444444444,6.145521640777588,2.173491954803467
14,code,9652,0.8247974537037037,0.8489583333333333,0.6086956521739131,11.866023063659668,1.0,0.5416666666666666,15.862468719482422,6.437809944152832
14,code,13285,0.8234953703703703,0.8411458333333333,0.5161290322580645,6.4700212478637695,1.0,0.3472222222222222,13.54662799835205,4.803369522094727
14,code,13847,0.8217592592592593,0.7317708333333333,0.32,11.474407196044922,0.9583333333333334,0.6875,16.36869239807129,8.162473678588867
14,code,17473,0.8125,0.6875,0.5454545454545454,6.638728141784668,0.625,0.0,10.004228591918945,0.0
14,code,28200,0.8107638888888887,0.9661458333333334,0.7777777777777778,5.254382133483887,0.6666666666666666,0.04861111111111111,4.766644477844238,0.32778918743133545
14,code,17137,0.8101851851851851,0.9895833333333334,0.8888888888888888,5.630497932434082,0.6666666666666666,0.09027777777777778,7.784315586090088,0.5334010720252991
14,code,13858,0.8074363425925926,0.875,0.8571428571428571,5.109424114227295,0.625,0.020833333333333332,6.160994052886963,0.11436031758785248
14,code,8198,0.8052662037037037,0.7057291666666666,0.5,5.032931327819824,0.7083333333333334,0.125,7.505390644073486,1.0126831531524658
14,code,5082,0.7938368055555556,0.8125,0.4827586206896552,7.8591485023498535,1.0,0.4722222222222222,10.827916145324707,4.93565034866333
14,code,24630,0.787326388888889,0.9375,0.9333333333333333,4.013854026794434,0.5833333333333334,0.013888888888888888,3.738023519515991,0.06342040747404099
14,code,8448,0.7806712962962964,0.6171875,0.4,5.548151969909668,0.5833333333333334,0.027777777777777776,6.550729274749756,0.26618555188179016
14,code,14915,0.7760416666666666,0.828125,0.36363636363636365,18.441234588623047,1.0,0.8194444444444444,19.334850311279297,12.077781677246094
14,code,10648,0.7750289351851853,0.7213541666666667,0.46153846153846156,6.262637615203857,0.8333333333333334,0.3402777777777778,8.867045402526855,3.208226203918457
14,code,22078,0.7743055555555556,0.7096354166666665,0.4375,4.309991836547852,0.875,0.3333333333333333,11.955726623535156,4.802287578582764
14,code,8854,0.7725694444444444,0.625,0.32,4.8182477951049805,0.8333333333333334,0.3125,5.997705459594727,2.1632513999938965
14,code,14406,0.7667824074074073,0.625,0.4,6.205851078033447,0.5416666666666666,0.013888888888888888,7.986114501953125,0.09746456146240234
14,factual_entities,29048,0.9745370370370372,0.9075520833333334,0.8235294117647058,4.5814409255981445,0.9583333333333334,0.013888888888888888,9.182080268859863,0.10824672132730484
14,factual_entities,11054,0.9664351851851852,0.9843750000000001,0.7619047619047619,8.199565887451172,1.0,0.3819444444444444,10.548897743225098,2.5219998359680176
14,factual_entities,27839,0.9616608796296297,0.9583333333333334,0.6666666666666666,11.449817657470703,0.9583333333333334,0.13194444444444445,15.653618812561035,1.1670657396316528
14,factual_entities,24754,0.9505208333333333,0.8125,0.6666666666666666,9.008230209350586,0.9166666666666666,0.034722222222222224,14.904926300048828,0.341569721698761
14,factual_entities,7944,0.9363425925925926,0.9049479166666666,0.7058823529411765,5.836667060852051,0.9166666666666666,0.09027777777777778,10.403502464294434,0.6945812106132507
14,factual_entities,30698,0.9307002314814814,0.79296875,0.625,4.662937164306641,0.9166666666666666,0.06944444444444445,8.24229621887207,0.49372202157974243
14,factual_entities,12297,0.919849537037037,0.8697916666666666,0.6363636363636364,4.994018077850342,1.0,0.14583333333333334,6.785719394683838,1.0523158311843872
14,factual_entities,32444,0.8972800925925926,0.8046875,0.43478260869565216,10.206499099731445,1.0,0.6111111111111112,11.897448539733887,4.942368984222412
14,factual_entities,13285,0.8969907407407407,0.9140625,0.5714285714285714,13.770366668701172,1.0,0.3472222222222222,16.481332778930664,4.3142523765563965
14,factual_entities,3660,0.8958333333333333,0.8723958333333333,0.8,4.00559139251709,0.7916666666666666,0.0,7.171806335449219,0.0
14,factual_entities,29795,0.8729745370370371,0.8619791666666666,0.6666666666666666,3.9526124000549316,0.875,0.1527777777777778,16.635740280151367,2.4225263595581055
14,factual_entities,20503,0.8566261574074074,0.7968749999999999,0.47058823529411764,6.958144664764404,0.875,0.20833333333333334,8.311877250671387,1.7522722482681274
14,factual_entities,22078,0.8423032407407407,0.9192708333333334,0.64,9.544900894165039,1.0,0.3125,14.10808277130127,4.443562030792236
14,factual_entities,24589,0.8381076388888891,0.8359375,0.631578947368421,9.44992733001709,0.8333333333333334,0.19444444444444445,12.326384544372559,2.441645622253418
14,factual_entities,22236,0.8357928240740742,0.9153645833333334,0.7777777777777778,5.755143165588379,0.75,0.13194444444444445,9.295394897460938,1.0824912786483765
14,factual_entities,1883,0.8333333333333334,0.7916666666666667,0.6666666666666666,4.432744979858398,0.7083333333333334,0.027777777777777776,5.222154140472412,0.32599937915802
14,factual_entities,20738,0.830295138888889,0.8333333333333333,0.631578947368421,4.769126892089844,0.7083333333333334,0.0625,8.486958503723145,0.5885213017463684
14,factual_entities,1606,0.8177083333333335,0.6822916666666666,0.375,5.896625518798828,0.7083333333333334,0.10416666666666667,7.519303798675537,0.8628498911857605
14,factual_entities,14915,0.8159722222222222,0.8072916666666666,0.42857142857142855,16.624095916748047,1.0,0.8194444444444444,20.07499885559082,11.954423904418945
14,factual_entities,21012,0.8125000000000001,0.7369791666666665,0.4117647058823529,4.450913429260254,1.0,0.3958333333333333,7.400697231292725,2.928971767425537
14,german_language,14561,1.0,1.0,1.0,6.120171546936035,1.0,0.0,18.470163345336914,0.0
14,german_language,20761,1.0,1.0,1.0,9.724266052246094,1.0,0.0,19.5790958404541,0.0
14,german_language,28952,1.0,1.0,1.0,8.047584533691406,1.0,0.0,11.750163078308105,0.0
14,german_language,20137,1.0,1.0,0.9333333333333333,30.80394744873047,1.0,0.006944444444444444,37.014678955078125,0.048012617975473404
14,german_language,4214,0.9791666666666667,0.875,0.8571428571428571,6.585235595703125,0.9583333333333334,0.0,13.898131370544434,0.0
14,german_language,16754,0.9583333333333333,0.875,0.8571428571428571,6.579704284667969,0.9166666666666666,0.0,16.944862365722656,0.0
14,german_language,13932,0.9166666666666667,0.8125,0.7692307692307693,5.8387837409973145,0.8333333333333334,0.0,11.406414031982422,0.0
14,german_language,369,0.9160879629629631,1.0,1.0,5.769578456878662,0.8333333333333334,0.006944444444444444,7.0089640617370605,0.035892702639102936
14,german_language,25082,0.900462962962963,0.8307291666666665,0.46153846153846156,40.26825714111328,0.875,0.19444444444444445,39.515472412109375,5.108692646026611
