task_id,concept,prompt,target_text,target_token_count,layer,set_size,feature_ids,active_selected_features,condition,control_id,random_control_count,perturbation_l2,execution_context_mean_logprob_drift,execution_context_js_drift,baseline_target_sequence_logprob,modified_target_sequence_logprob,target_sequence_logprob_delta,baseline_target_mean_logprob,modified_target_mean_logprob,target_mean_logprob_delta,js_divergence
0,positive_sentiment,Sentiment: The meal was wonderful and the staff were kind. Label:, positive,1,14,3,"29229,28480,8202",0,random_norm_matched,3,8,0.0,0.015354156494140625,6.934608791198116e-06,-8.631141662597656,-8.631141662597656,0.0,-8.631141662597656,-8.631141662597656,0.0,0.0
0,positive_sentiment,Sentiment: The meal was wonderful and the staff were kind. Label:, positive,1,14,3,"29229,28480,8202",0,random_norm_matched,4,8,0.0,0.015354156494140625,6.934608791198116e-06,-8.631141662597656,-8.631141662597656,0.0,-8.631141662597656,-8.631141662597656,0.0,0.0
0,positive_sentiment,Sentiment: The meal was wonderful and the staff were kind. Label:, positive,1,14,3,"29229,28480,8202",0,random_norm_matched,5,8,0.0,0.015354156494140625,6.934608791198116e-06,-8.631141662597656,-8.631141662597656,0.0,-8.631141662597656,-8.631141662597656,0.0,0.0
0,positive_sentiment,Sentiment: The meal was wonderful and the staff were kind. Label:, positive,1,14,3,"29229,28480,8202",0,random_norm_matched,6,8,0.0,0.015354156494140625,6.934608791198116e-06,-8.631141662597656,-8.631141662597656,0.0,-8.631141662597656,-8.631141662597656,0.0,0.0
0,positive_sentiment,Sentiment: The meal was wonderful and the staff were kind. Label:, positive,1,14,3,"29229,28480,8202",0,random_norm_matched,7,8,0.0,0.015354156494140625,6.934608791198116e-06,-8.631141662597656,-8.631141662597656,0.0,-8.631141662597656,-8.631141662597656,0.0,0.0
0,positive_sentiment,Sentiment: The meal was wonderful and the staff were kind. Label:, positive,1,14,5,"29229,28480,8202,14766,21102",0,sae_feature_set,-1,8,0.0,0.015354156494140625,6.934608791198116e-06,-8.631141662597656,-8.631141662597656,0.0,-8.631141662597656,-8.631141662597656,0.0,0.0
0,positive_sentiment,Sentiment: The meal was wonderful and the staff were kind. Label:, positive,1,14,5,"29229,28480,8202,14766,21102",0,random_norm_matched,0,8,0.0,0.015354156494140625,6.934608791198116e-06,-8.631141662597656,-8.631141662597656,0.0,-8.631141662597656,-8.631141662597656,0.0,0.0
0,positive_sentiment,Sentiment: The meal was wonderful and the staff were kind. Label:, positive,1,14,5,"29229,28480,8202,14766,21102",0,random_norm_matched,1,8,0.0,0.015354156494140625,6.934608791198116e-06,-8.631141662597656,-8.631141662597656,0.0,-8.631141662597656,-8.631141662597656,0.0,0.0
0,positive_sentiment,Sentiment: The meal was wonderful and the staff were kind. Label:, positive,1,14,5,"29229,28480,8202,14766,21102",0,random_norm_matched,2,8,0.0,0.015354156494140625,6.934608791198116e-06,-8.631141662597656,-8.631141662597656,0.0,-8.631141662597656,-8.631141662597656,0.0,0.0
0,positive_sentiment,Sentiment: The meal was wonderful and the staff were kind. Label:, positive,1,14,5,"29229,28480,8202,14766,21102",0,random_norm_matched,3,8,0.0,0.015354156494140625,6.934608791198116e-06,-8.631141662597656,-8.631141662597656,0.0,-8.631141662597656,-8.631141662597656,0.0,0.0
0,positive_sentiment,Sentiment: The meal was wonderful and the staff were kind. Label:, positive,1,14,5,"29229,28480,8202,14766,21102",0,random_norm_matched,4,8,0.0,0.015354156494140625,6.934608791198116e-06,-8.631141662597656,-8.631141662597656,0.0,-8.631141662597656,-8.631141662597656,0.0,0.0
0,positive_sentiment,Sentiment: The meal was wonderful and the staff were kind. Label:, positive,1,14,5,"29229,28480,8202,14766,21102",0,random_norm_matched,5,8,0.0,0.015354156494140625,6.934608791198116e-06,-8.631141662597656,-8.631141662597656,0.0,-8.631141662597656,-8.631141662597656,0.0,0.0
0,positive_sentiment,Sentiment: The meal was wonderful and the staff were kind. Label:, positive,1,14,5,"29229,28480,8202,14766,21102",0,random_norm_matched,6,8,0.0,0.015354156494140625,6.934608791198116e-06,-8.631141662597656,-8.631141662597656,0.0,-8.631141662597656,-8.631141662597656,0.0,0.0
0,positive_sentiment,Sentiment: The meal was wonderful and the staff were kind. Label:, positive,1,14,5,"29229,28480,8202,14766,21102",0,random_norm_matched,7,8,0.0,0.015354156494140625,6.934608791198116e-06,-8.631141662597656,-8.631141662597656,0.0,-8.631141662597656,-8.631141662597656,0.0,0.0
1,positive_sentiment,"Sentiment: I loved the thoughtful, beautifully written novel. Label:", positive,1,14,1,29229,0,sae_feature_set,-1,8,0.0,0.015447616577148438,8.380346116609871e-06,-10.895417213439941,-10.895417213439941,0.0,-10.895417213439941,-10.895417213439941,0.0,0.0
1,positive_sentiment,"Sentiment: I loved the thoughtful, beautifully written novel. Label:", positive,1,14,1,29229,0,random_norm_matched,0,8,0.0,0.015447616577148438,8.380346116609871e-06,-10.895417213439941,-10.895417213439941,0.0,-10.895417213439941,-10.895417213439941,0.0,0.0
1,positive_sentiment,"Sentiment: I loved the thoughtful, beautifully written novel. Label:", positive,1,14,1,29229,0,random_norm_matched,1,8,0.0,0.015447616577148438,8.380346116609871e-06,-10.895417213439941,-10.895417213439941,0.0,-10.895417213439941,-10.895417213439941,0.0,0.0
1,positive_sentiment,"Sentiment: I loved the thoughtful, beautifully written novel. Label:", positive,1,14,1,29229,0,random_norm_matched,2,8,0.0,0.015447616577148438,8.380346116609871e-06,-10.895417213439941,-10.895417213439941,0.0,-10.895417213439941,-10.895417213439941,0.0,0.0
1,positive_sentiment,"Sentiment: I loved the thoughtful, beautifully written novel. Label:", positive,1,14,1,29229,0,random_norm_matched,3,8,0.0,0.015447616577148438,8.380346116609871e-06,-10.895417213439941,-10.895417213439941,0.0,-10.895417213439941,-10.895417213439941,0.0,0.0
1,positive_sentiment,"Sentiment: I loved the thoughtful, beautifully written novel. Label:", positive,1,14,1,29229,0,random_norm_matched,4,8,0.0,0.015447616577148438,8.380346116609871e-06,-10.895417213439941,-10.895417213439941,0.0,-10.895417213439941,-10.895417213439941,0.0,0.0
1,positive_sentiment,"Sentiment: I loved the thoughtful, beautifully written novel. Label:", positive,1,14,1,29229,0,random_norm_matched,5,8,0.0,0.015447616577148438,8.380346116609871e-06,-10.895417213439941,-10.895417213439941,0.0,-10.895417213439941,-10.895417213439941,0.0,0.0
1,positive_sentiment,"Sentiment: I loved the thoughtful, beautifully written novel. Label:", positive,1,14,1,29229,0,random_norm_matched,6,8,0.0,0.015447616577148438,8.380346116609871e-06,-10.895417213439941,-10.895417213439941,0.0,-10.895417213439941,-10.895417213439941,0.0,0.0
1,positive_sentiment,"Sentiment: I loved the thoughtful, beautifully written novel. Label:", positive,1,14,1,29229,0,random_norm_matched,7,8,0.0,0.015447616577148438,8.380346116609871e-06,-10.895417213439941,-10.895417213439941,0.0,-10.895417213439941,-10.895417213439941,0.0,0.0
1,positive_sentiment,"Sentiment: I loved the thoughtful, beautifully written novel. Label:", positive,1,14,3,"29229,28480,8202",0,sae_feature_set,-1,8,0.0,0.015447616577148438,8.380346116609871e-06,-10.895417213439941,-10.895417213439941,0.0,-10.895417213439941,-10.895417213439941,0.0,0.0
1,positive_sentiment,"Sentiment: I loved the thoughtful, beautifully written novel. Label:", positive,1,14,3,"29229,28480,8202",0,random_norm_matched,0,8,0.0,0.015447616577148438,8.380346116609871e-06,-10.895417213439941,-10.895417213439941,0.0,-10.895417213439941,-10.895417213439941,0.0,0.0
1,positive_sentiment,"Sentiment: I loved the thoughtful, beautifully written novel. Label:", positive,1,14,3,"29229,28480,8202",0,random_norm_matched,1,8,0.0,0.015447616577148438,8.380346116609871e-06,-10.895417213439941,-10.895417213439941,0.0,-10.895417213439941,-10.895417213439941,0.0,0.0
1,positive_sentiment,"Sentiment: I loved the thoughtful, beautifully written novel. Label:", positive,1,14,3,"29229,28480,8202",0,random_norm_matched,2,8,0.0,0.015447616577148438,8.380346116609871e-06,-10.895417213439941,-10.895417213439941,0.0,-10.895417213439941,-10.895417213439941,0.0,0.0
1,positive_sentiment,"Sentiment: I loved the thoughtful, beautifully written novel. Label:", positive,1,14,3,"29229,28480,8202",0,random_norm_matched,3,8,0.0,0.015447616577148438,8.380346116609871e-06,-10.895417213439941,-10.895417213439941,0.0,-10.895417213439941,-10.895417213439941,0.0,0.0
1,positive_sentiment,"Sentiment: I loved the thoughtful, beautifully written novel. Label:", positive,1,14,3,"29229,28480,8202",0,random_norm_matched,4,8,0.0,0.015447616577148438,8.380346116609871e-06,-10.895417213439941,-10.895417213439941,0.0,-10.895417213439941,-10.895417213439941,0.0,0.0
1,positive_sentiment,"Sentiment: I loved the thoughtful, beautifully written novel. Label:", positive,1,14,3,"29229,28480,8202",0,random_norm_matched,5,8,0.0,0.015447616577148438,8.380346116609871e-06,-10.895417213439941,-10.895417213439941,0.0,-10.895417213439941,-10.895417213439941,0.0,0.0
1,positive_sentiment,"Sentiment: I loved the thoughtful, beautifully written novel. Label:", positive,1,14,3,"29229,28480,8202",0,random_norm_matched,6,8,0.0,0.015447616577148438,8.380346116609871e-06,-10.895417213439941,-10.895417213439941,0.0,-10.895417213439941,-10.895417213439941,0.0,0.0
1,positive_sentiment,"Sentiment: I loved the thoughtful, beautifully written novel. Label:", positive,1,14,3,"29229,28480,8202",0,random_norm_matched,7,8,0.0,0.015447616577148438,8.380346116609871e-06,-10.895417213439941,-10.895417213439941,0.0,-10.895417213439941,-10.895417213439941,0.0,0.0
1,positive_sentiment,"Sentiment: I loved the thoughtful, beautifully written novel. Label:", positive,1,14,5,"29229,28480,8202,14766,21102",0,sae_feature_set,-1,8,0.0,0.015447616577148438,8.380346116609871e-06,-10.895417213439941,-10.895417213439941,0.0,-10.895417213439941,-10.895417213439941,0.0,0.0
1,positive_sentiment,"Sentiment: I loved the thoughtful, beautifully written novel. Label:", positive,1,14,5,"29229,28480,8202,14766,21102",0,random_norm_matched,0,8,0.0,0.015447616577148438,8.380346116609871e-06,-10.895417213439941,-10.895417213439941,0.0,-10.895417213439941,-10.895417213439941,0.0,0.0
1,positive_sentiment,"Sentiment: I loved the thoughtful, beautifully written novel. Label:", positive,1,14,5,"29229,28480,8202,14766,21102",0,random_norm_matched,1,8,0.0,0.015447616577148438,8.380346116609871e-06,-10.895417213439941,-10.895417213439941,0.0,-10.895417213439941,-10.895417213439941,0.0,0.0
1,positive_sentiment,"Sentiment: I loved the thoughtful, beautifully written novel. Label:", positive,1,14,5,"29229,28480,8202,14766,21102",0,random_norm_matched,2,8,0.0,0.015447616577148438,8.380346116609871e-06,-10.895417213439941,-10.895417213439941,0.0,-10.895417213439941,-10.895417213439941,0.0,0.0
1,positive_sentiment,"Sentiment: I loved the thoughtful, beautifully written novel. Label:", positive,1,14,5,"29229,28480,8202,14766,21102",0,random_norm_matched,3,8,0.0,0.015447616577148438,8.380346116609871e-06,-10.895417213439941,-10.895417213439941,0.0,-10.895417213439941,-10.895417213439941,0.0,0.0
1,positive_sentiment,"Sentiment: I loved the thoughtful, beautifully written novel. Label:", positive,1,14,5,"29229,28480,8202,14766,21102",0,random_norm_matched,4,8,0.0,0.015447616577148438,8.380346116609871e-06,-10.895417213439941,-10.895417213439941,0.0,-10.895417213439941,-10.895417213439941,0.0,0.0
1,positive_sentiment,"Sentiment: I loved the thoughtful, beautifully written novel. Label:", positive,1,14,5,"29229,28480,8202,14766,21102",0,random_norm_matched,5,8,0.0,0.015447616577148438,8.380346116609871e-06,-10.895417213439941,-10.895417213439941,0.0,-10.895417213439941,-10.895417213439941,0.0,0.0
1,positive_sentiment,"Sentiment: I loved the thoughtful, beautifully written novel. Label:", positive,1,14,5,"29229,28480,8202,14766,21102",0,random_norm_matched,6,8,0.0,0.015447616577148438,8.380346116609871e-06,-10.895417213439941,-10.895417213439941,0.0,-10.895417213439941,-10.895417213439941,0.0,0.0
1,positive_sentiment,"Sentiment: I loved the thoughtful, beautifully written novel. Label:", positive,1,14,5,"29229,28480,8202,14766,21102",0,random_norm_matched,7,8,0.0,0.015447616577148438,8.380346116609871e-06,-10.895417213439941,-10.895417213439941,0.0,-10.895417213439941,-10.895417213439941,0.0,0.0
2,positive_sentiment,Sentiment: The service was fast and extremely helpful. Label:, positive,1,14,1,29229,0,sae_feature_set,-1,8,0.0,0.048633575439453125,3.805136657319963e-05,-4.429638862609863,-4.429638862609863,0.0,-4.429638862609863,-4.429638862609863,0.0,0.0
2,positive_sentiment,Sentiment: The service was fast and extremely helpful. Label:, positive,1,14,1,29229,0,random_norm_matched,0,8,0.0,0.048633575439453125,3.805136657319963e-05,-4.429638862609863,-4.429638862609863,0.0,-4.429638862609863,-4.429638862609863,0.0,0.0
2,positive_sentiment,Sentiment: The service was fast and extremely helpful. Label:, positive,1,14,1,29229,0,random_norm_matched,1,8,0.0,0.048633575439453125,3.805136657319963e-05,-4.429638862609863,-4.429638862609863,0.0,-4.429638862609863,-4.429638862609863,0.0,0.0
2,positive_sentiment,Sentiment: The service was fast and extremely helpful. Label:, positive,1,14,1,29229,0,random_norm_matched,2,8,0.0,0.048633575439453125,3.805136657319963e-05,-4.429638862609863,-4.429638862609863,0.0,-4.429638862609863,-4.429638862609863,0.0,0.0
2,positive_sentiment,Sentiment: The service was fast and extremely helpful. Label:, positive,1,14,1,29229,0,random_norm_matched,3,8,0.0,0.048633575439453125,3.805136657319963e-05,-4.429638862609863,-4.429638862609863,0.0,-4.429638862609863,-4.429638862609863,0.0,0.0
2,positive_sentiment,Sentiment: The service was fast and extremely helpful. Label:, positive,1,14,1,29229,0,random_norm_matched,4,8,0.0,0.048633575439453125,3.805136657319963e-05,-4.429638862609863,-4.429638862609863,0.0,-4.429638862609863,-4.429638862609863,0.0,0.0
2,positive_sentiment,Sentiment: The service was fast and extremely helpful. Label:, positive,1,14,1,29229,0,random_norm_matched,5,8,0.0,0.048633575439453125,3.805136657319963e-05,-4.429638862609863,-4.429638862609863,0.0,-4.429638862609863,-4.429638862609863,0.0,0.0
2,positive_sentiment,Sentiment: The service was fast and extremely helpful. Label:, positive,1,14,1,29229,0,random_norm_matched,6,8,0.0,0.048633575439453125,3.805136657319963e-05,-4.429638862609863,-4.429638862609863,0.0,-4.429638862609863,-4.429638862609863,0.0,0.0
2,positive_sentiment,Sentiment: The service was fast and extremely helpful. Label:, positive,1,14,1,29229,0,random_norm_matched,7,8,0.0,0.048633575439453125,3.805136657319963e-05,-4.429638862609863,-4.429638862609863,0.0,-4.429638862609863,-4.429638862609863,0.0,0.0
2,positive_sentiment,Sentiment: The service was fast and extremely helpful. Label:, positive,1,14,3,"29229,28480,8202",0,sae_feature_set,-1,8,0.0,0.048633575439453125,3.805136657319963e-05,-4.429638862609863,-4.429638862609863,0.0,-4.429638862609863,-4.429638862609863,0.0,0.0
2,positive_sentiment,Sentiment: The service was fast and extremely helpful. Label:, positive,1,14,3,"29229,28480,8202",0,random_norm_matched,0,8,0.0,0.048633575439453125,3.805136657319963e-05,-4.429638862609863,-4.429638862609863,0.0,-4.429638862609863,-4.429638862609863,0.0,0.0
2,positive_sentiment,Sentiment: The service was fast and extremely helpful. Label:, positive,1,14,3,"29229,28480,8202",0,random_norm_matched,1,8,0.0,0.048633575439453125,3.805136657319963e-05,-4.429638862609863,-4.429638862609863,0.0,-4.429638862609863,-4.429638862609863,0.0,0.0
2,positive_sentiment,Sentiment: The service was fast and extremely helpful. Label:, positive,1,14,3,"29229,28480,8202",0,random_norm_matched,2,8,0.0,0.048633575439453125,3.805136657319963e-05,-4.429638862609863,-4.429638862609863,0.0,-4.429638862609863,-4.429638862609863,0.0,0.0
2,positive_sentiment,Sentiment: The service was fast and extremely helpful. Label:, positive,1,14,3,"29229,28480,8202",0,random_norm_matched,3,8,0.0,0.048633575439453125,3.805136657319963e-05,-4.429638862609863,-4.429638862609863,0.0,-4.429638862609863,-4.429638862609863,0.0,0.0
2,positive_sentiment,Sentiment: The service was fast and extremely helpful. Label:, positive,1,14,3,"29229,28480,8202",0,random_norm_matched,4,8,0.0,0.048633575439453125,3.805136657319963e-05,-4.429638862609863,-4.429638862609863,0.0,-4.429638862609863,-4.429638862609863,0.0,0.0
2,positive_sentiment,Sentiment: The service was fast and extremely helpful. Label:, positive,1,14,3,"29229,28480,8202",0,random_norm_matched,5,8,0.0,0.048633575439453125,3.805136657319963e-05,-4.429638862609863,-4.429638862609863,0.0,-4.429638862609863,-4.429638862609863,0.0,0.0
2,positive_sentiment,Sentiment: The service was fast and extremely helpful. Label:, positive,1,14,3,"29229,28480,8202",0,random_norm_matched,6,8,0.0,0.048633575439453125,3.805136657319963e-05,-4.429638862609863,-4.429638862609863,0.0,-4.429638862609863,-4.429638862609863,0.0,0.0
2,positive_sentiment,Sentiment: The service was fast and extremely helpful. Label:, positive,1,14,3,"29229,28480,8202",0,random_norm_matched,7,8,0.0,0.048633575439453125,3.805136657319963e-05,-4.429638862609863,-4.429638862609863,0.0,-4.429638862609863,-4.429638862609863,0.0,0.0
2,positive_sentiment,Sentiment: The service was fast and extremely helpful. Label:, positive,1,14,5,"29229,28480,8202,14766,21102",0,sae_feature_set,-1,8,0.0,0.048633575439453125,3.805136657319963e-05,-4.429638862609863,-4.429638862609863,0.0,-4.429638862609863,-4.429638862609863,0.0,0.0
2,positive_sentiment,Sentiment: The service was fast and extremely helpful. Label:, positive,1,14,5,"29229,28480,8202,14766,21102",0,random_norm_matched,0,8,0.0,0.048633575439453125,3.805136657319963e-05,-4.429638862609863,-4.429638862609863,0.0,-4.429638862609863,-4.429638862609863,0.0,0.0
2,positive_sentiment,Sentiment: The service was fast and extremely helpful. Label:, positive,1,14,5,"29229,28480,8202,14766,21102",0,random_norm_matched,1,8,0.0,0.048633575439453125,3.805136657319963e-05,-4.429638862609863,-4.429638862609863,0.0,-4.429638862609863,-4.429638862609863,0.0,0.0
2,positive_sentiment,Sentiment: The service was fast and extremely helpful. Label:, positive,1,14,5,"29229,28480,8202,14766,21102",0,random_norm_matched,2,8,0.0,0.048633575439453125,3.805136657319963e-05,-4.429638862609863,-4.429638862609863,0.0,-4.429638862609863,-4.429638862609863,0.0,0.0
2,positive_sentiment,Sentiment: The service was fast and extremely helpful. Label:, positive,1,14,5,"29229,28480,8202,14766,21102",0,random_norm_matched,3,8,0.0,0.048633575439453125,3.805136657319963e-05,-4.429638862609863,-4.429638862609863,0.0,-4.429638862609863,-4.429638862609863,0.0,0.0
2,positive_sentiment,Sentiment: The service was fast and extremely helpful. Label:, positive,1,14,5,"29229,28480,8202,14766,21102",0,random_norm_matched,4,8,0.0,0.048633575439453125,3.805136657319963e-05,-4.429638862609863,-4.429638862609863,0.0,-4.429638862609863,-4.429638862609863,0.0,0.0
2,positive_sentiment,Sentiment: The service was fast and extremely helpful. Label:, positive,1,14,5,"29229,28480,8202,14766,21102",0,random_norm_matched,5,8,0.0,0.048633575439453125,3.805136657319963e-05,-4.429638862609863,-4.429638862609863,0.0,-4.429638862609863,-4.429638862609863,0.0,0.0
2,positive_sentiment,Sentiment: The service was fast and extremely helpful. Label:, positive,1,14,5,"29229,28480,8202,14766,21102",0,random_norm_matched,6,8,0.0,0.048633575439453125,3.805136657319963e-05,-4.429638862609863,-4.429638862609863,0.0,-4.429638862609863,-4.429638862609863,0.0,0.0
2,positive_sentiment,Sentiment: The service was fast and extremely helpful. Label:, positive,1,14,5,"29229,28480,8202,14766,21102",0,random_norm_matched,7,8,0.0,0.048633575439453125,3.805136657319963e-05,-4.429638862609863,-4.429638862609863,0.0,-4.429638862609863,-4.429638862609863,0.0,0.0
3,positive_sentiment,Sentiment: The journey was comfortable and enjoyable. Label:, positive,1,14,1,29229,0,sae_feature_set,-1,8,0.0,-0.04865741729736328,1.8330396414967254e-05,-7.428287029266357,-7.428287029266357,0.0,-7.428287029266357,-7.428287029266357,0.0,0.0
3,positive_sentiment,Sentiment: The journey was comfortable and enjoyable. Label:, positive,1,14,1,29229,0,random_norm_matched,0,8,0.0,-0.04865741729736328,1.8330396414967254e-05,-7.428287029266357,-7.428287029266357,0.0,-7.428287029266357,-7.428287029266357,0.0,0.0
3,positive_sentiment,Sentiment: The journey was comfortable and enjoyable. Label:, positive,1,14,1,29229,0,random_norm_matched,1,8,0.0,-0.04865741729736328,1.8330396414967254e-05,-7.428287029266357,-7.428287029266357,0.0,-7.428287029266357,-7.428287029266357,0.0,0.0
3,positive_sentiment,Sentiment: The journey was comfortable and enjoyable. Label:, positive,1,14,1,29229,0,random_norm_matched,2,8,0.0,-0.04865741729736328,1.8330396414967254e-05,-7.428287029266357,-7.428287029266357,0.0,-7.428287029266357,-7.428287029266357,0.0,0.0
3,positive_sentiment,Sentiment: The journey was comfortable and enjoyable. Label:, positive,1,14,1,29229,0,random_norm_matched,3,8,0.0,-0.04865741729736328,1.8330396414967254e-05,-7.428287029266357,-7.428287029266357,0.0,-7.428287029266357,-7.428287029266357,0.0,0.0
3,positive_sentiment,Sentiment: The journey was comfortable and enjoyable. Label:, positive,1,14,1,29229,0,random_norm_matched,4,8,0.0,-0.04865741729736328,1.8330396414967254e-05,-7.428287029266357,-7.428287029266357,0.0,-7.428287029266357,-7.428287029266357,0.0,0.0
3,positive_sentiment,Sentiment: The journey was comfortable and enjoyable. Label:, positive,1,14,1,29229,0,random_norm_matched,5,8,0.0,-0.04865741729736328,1.8330396414967254e-05,-7.428287029266357,-7.428287029266357,0.0,-7.428287029266357,-7.428287029266357,0.0,0.0
3,positive_sentiment,Sentiment: The journey was comfortable and enjoyable. Label:, positive,1,14,1,29229,0,random_norm_matched,6,8,0.0,-0.04865741729736328,1.8330396414967254e-05,-7.428287029266357,-7.428287029266357,0.0,-7.428287029266357,-7.428287029266357,0.0,0.0
3,positive_sentiment,Sentiment: The journey was comfortable and enjoyable. Label:, positive,1,14,1,29229,0,random_norm_matched,7,8,0.0,-0.04865741729736328,1.8330396414967254e-05,-7.428287029266357,-7.428287029266357,0.0,-7.428287029266357,-7.428287029266357,0.0,0.0
3,positive_sentiment,Sentiment: The journey was comfortable and enjoyable. Label:, positive,1,14,3,"29229,28480,8202",0,sae_feature_set,-1,8,0.0,-0.04865741729736328,1.8330396414967254e-05,-7.428287029266357,-7.428287029266357,0.0,-7.428287029266357,-7.428287029266357,0.0,0.0
3,positive_sentiment,Sentiment: The journey was comfortable and enjoyable. Label:, positive,1,14,3,"29229,28480,8202",0,random_norm_matched,0,8,0.0,-0.04865741729736328,1.8330396414967254e-05,-7.428287029266357,-7.428287029266357,0.0,-7.428287029266357,-7.428287029266357,0.0,0.0
3,positive_sentiment,Sentiment: The journey was comfortable and enjoyable. Label:, positive,1,14,3,"29229,28480,8202",0,random_norm_matched,1,8,0.0,-0.04865741729736328,1.8330396414967254e-05,-7.428287029266357,-7.428287029266357,0.0,-7.428287029266357,-7.428287029266357,0.0,0.0
3,positive_sentiment,Sentiment: The journey was comfortable and enjoyable. Label:, positive,1,14,3,"29229,28480,8202",0,random_norm_matched,2,8,0.0,-0.04865741729736328,1.8330396414967254e-05,-7.428287029266357,-7.428287029266357,0.0,-7.428287029266357,-7.428287029266357,0.0,0.0
3,positive_sentiment,Sentiment: The journey was comfortable and enjoyable. Label:, positive,1,14,3,"29229,28480,8202",0,random_norm_matched,3,8,0.0,-0.04865741729736328,1.8330396414967254e-05,-7.428287029266357,-7.428287029266357,0.0,-7.428287029266357,-7.428287029266357,0.0,0.0
3,positive_sentiment,Sentiment: The journey was comfortable and enjoyable. Label:, positive,1,14,3,"29229,28480,8202",0,random_norm_matched,4,8,0.0,-0.04865741729736328,1.8330396414967254e-05,-7.428287029266357,-7.428287029266357,0.0,-7.428287029266357,-7.428287029266357,0.0,0.0
3,positive_sentiment,Sentiment: The journey was comfortable and enjoyable. Label:, positive,1,14,3,"29229,28480,8202",0,random_norm_matched,5,8,0.0,-0.04865741729736328,1.8330396414967254e-05,-7.428287029266357,-7.428287029266357,0.0,-7.428287029266357,-7.428287029266357,0.0,0.0
